RP:1	PR:LOC:(63548356,63556669)@chr19@Human
RP:392965	PR:LOC:(100524191,100526487)@chr7@Human
RP:392993	PR:LOC:(134412660,134451390)@chr7@Human
RP:392997	PR:LOC:(137440119,137440484)@chr7@Human
RP:393	PR:LOC:(152693678,152712545)@chrX@Human
RP:3930	PR:LOC:(221895940,221923254)@chr1@Human
RP:393046	PR:LOC:(143185143,143186078)@chr7@Human
RP:3931	PR:LOC:(66531288,66535516)@chr16@Human
RP:3932	PR:LOC:(32409019,32420854)@chr1@Human
RP:3933	PR:LOC:(135639231,135644323)@chr9@Human
RP:3934	PR:LOC:(127991272,127996066)@chr9@Human
RP:3936	PR:LOC:(45598060,45654395)@chr13@Human
RP:3937	PR:LOC:(169607667,169657400)@chr5@Human
RP:3938	PR:LOC:(136379147,136428482)@chr2@Human
RP:3939	PR:LOC:(18372687,18385969)@chr11@Human
RP:394	PR:LOC:(31616246,31694095)@chr14@Human
RP:3940	PR:LOC:(5013424,5015067)@chr4@Human
RP:394263	PR:LOC:(31059482,31065654)@chr6@Human
RP:394269	PR:LOC:(38573713,38575398)@chr17@Human
RP:3945	PR:LOC:(21679543,21702043)@chr12@Human
RP:3947	PR:LOC:(75337940,75338944)@chrX@Human
RP:3948	PR:LOC:(18390429,18429366)@chr11@Human
RP:3949	PR:LOC:(11061132,11105490)@chr19@Human
RP:395	PR:LOC:(10915325,11443478)@chrX@Human
RP:3950	PR:LOC:(135310499,135318622)@chr5@Human
RP:3952	PR:LOC:(127485995,127491632)@chr7@Human
RP:3953	PR:LOC:(65603007,65815197)@chr1@Human
RP:3954	PR:LOC:(1781991,1825205)@chr4@Human
RP:3955	PR:LOC:(2332237,2341304)@chr7@Human
RP:3956	PR:LOC:(36396143,36400307)@chr22@Human
RP:3957	PR:LOC:(36290766,36300438)@chr22@Human
RP:3958	PR:LOC:(54673841,54681881)@chr14@Human
RP:3959	PR:LOC:(74478932,74487656)@chr17@Human
RP:396	PR:LOC:(77418887,77422527)@chr17@Human
RP:3960	PR:LOC:(43984155,43995422)@chr19@Human
RP:3963	PR:LOC:(43971694,43974232)@chr19@Human
RP:3964	PR:LOC:(233007606,233039037)@chr1@Human
RP:3965	PR:LOC:(22982363,23000707)@chr17@Human
RP:397	PR:LOC:(14986232,15005870)@chr12@Human
RP:3972	PR:LOC:(54211049,54212159)@chr19@Human
RP:3973	PR:LOC:(48825618,48894468)@chr2@Human
RP:3975	PR:LOC:(32368612,32374607)@chr17@Human
RP:3976	PR:LOC:(28960997,28967302)@chr22@Human
RP:3977	PR:LOC:(38515662,38631253)@chr5@Human
RP:3978	PR:LOC:(53310515,53365372)@chr19@Human
RP:398	PR:LOC:(270628,273701)@chr16@Human
RP:3980	PR:LOC:(30331697,30355937)@chr17@Human
RP:3981	PR:LOC:(107657795,107665883)@chr13@Human
RP:3982	PR:LOC:(56574976,56583009)@chr19@Human
RP:3983	PR:LOC:(116180862,116408047)@chr10@Human
RP:3984	PR:LOC:(72942807,72981505)@chr7@Human
RP:3985	PR:LOC:(29932804,30000618)@chr22@Human
RP:3987	PR:LOC:(108663285,108759407)@chr2@Human
RP:3988	PR:LOC:(90963312,91001512)@chr10@Human
RP:399	PR:LOC:(40021168,40068421)@chr4@Human
RP:3990	PR:LOC:(56511467,56648364)@chr15@Human
RP:3991	PR:LOC:(47597506,47623418)@chr19@Human
RP:3992	PR:LOC:(61323675,61340886)@chr11@Human
RP:3993	PR:LOC:(71033402,71082884)@chr17@Human
RP:399474	PR:LOC:(29266556,29271023)@chr1@Human
RP:3995	PR:LOC:(61397575,61415582)@chr11@Human
RP:399511	PR:LOC:(37292084,37294653)@chr3@Human
RP:399512	PR:LOC:(8131807,8138895)@chr17@Human
RP:399520	PR:LOC:(162759374,162759668)@chr2@Human
RP:399563	PR:LOC:(15173403,15189844)@chr1@Human
RP:3996	PR:LOC:(18069716,18086842)@chr17@Human
RP:399655	PR:LOC:(24061835,24104494)@chr19@Human
RP:399664	PR:LOC:(1505672,1518529)@chr19@Human
RP:399665	PR:LOC:(127782714,127792547)@chr9@Human
RP:399668	PR:LOC:(134281391,134285191)@chrX@Human
RP:399669	PR:LOC:(58122200,58137650)@chr19@Human
RP:399670	PR:LOC:(77621210,77633426)@chr7@Human
RP:399671	PR:LOC:(73014946,73095404)@chr14@Human
RP:399687	PR:LOC:(24424654,24531533)@chr17@Human
RP:399694	PR:LOC:(46903227,47042933)@chr15@Human
RP:399706	PR:LOC:(1195761,1200612)@chr10@Human
RP:399707	PR:LOC:(2198526,2201654)@chr10@Human
RP:399708	PR:LOC:(2332514,2347268)@chr10@Human
RP:399713	PR:LOC:(6059460,6061708)@chr10@Human
RP:399715	PR:LOC:(6359656,6417944)@chr10@Human
RP:399716	PR:LOC:(6432284,6434730)@chr10@Human
RP:399717	PR:LOC:(8132419,8135453)@chr10@Human
RP:399726	PR:LOC:(21823428,21826199)@chr10@Human
RP:399737	PR:LOC:(35426940,35455976)@chr10@Human
RP:399740	PR:LOC:(38147537,38149916)@chr10@Human
RP:399744	PR:LOC:(38777278,38781086)@chr10@Human
RP:399745	PR:LOC:(38974108,39023145)@chr10@Human
RP:399746	PR:LOC:(39029561,39030938)@chr10@Human
RP:399747	PR:LOC:(42225537,42285688)@chr10@Human
RP:399748	PR:LOC:(43419614,43421705)@chr10@Human
RP:399749	PR:LOC:(44229973,44230607)@chr10@Human
RP:399753	PR:LOC:(48887892,48918961)@chr10@Human
RP:399754	PR:LOC:(46169750,46182026)@chr10@Human
RP:399761	PR:LOC:(48521118,48570976)@chr10@Human
RP:399763	PR:LOC:(49221382,49232852)@chr10@Human
RP:399768	PR:LOC:(51409068,51440249)@chr10@Human
RP:399772	PR:LOC:(51694744,51696581)@chr10@Human
RP:399773	PR:LOC:(52153547,52157735)@chr10@Human
RP:399774	PR:LOC:(53840901,53843264)@chr10@Human
RP:399783	PR:LOC:(79149361,79164538)@chr10@Human
RP:399786	PR:LOC:(79678511,79682405)@chr10@Human
RP:399788	PR:LOC:(81133041,81142517)@chr10@Human
RP:399789	PR:LOC:(81432510,81435189)@chr10@Human
RP:3998	PR:LOC:(55148088,55177463)@chr18@Human
RP:399804	PR:LOC:(97939099,97940396)@chr10@Human
RP:399806	PR:LOC:(102979341,102985256)@chr10@Human
RP:399814	PR:LOC:(124447217,124449332)@chr10@Human
RP:399815	PR:LOC:(124602003,124638185)@chr10@Human
RP:399818	PR:LOC:(126438513,126470429)@chr10@Human
RP:399819	PR:LOC:(126904378,126906474)@chr10@Human
RP:399821	PR:LOC:(127384518,127398052)@chr10@Human
RP:399823	PR:LOC:(129425942,129429440)@chr10@Human
RP:399827	PR:LOC:(133454724,133472525)@chr10@Human
RP:399832	PR:LOC:(135135205,135152160)@chr10@Human
RP:399833	PR:LOC:(135269237,135272343)@chr10@Human
RP:399839	PR:LOC:(135368123,135370804)@chr10@Human
RP:399841	PR:LOC:(138852938,138855890)@chr5@Human
RP:399844	PR:LOC:(148033,153274)@chr19@Human
RP:399851	PR:LOC:(1558298,1563810)@chr11@Human
RP:399857	PR:LOC:(3577450,3578475)@chr11@Human
RP:399866	PR:LOC:(11045554,11161734)@chr11@Human
RP:399867	PR:LOC:(12008998,12039908)@chr11@Human
RP:399875	PR:LOC:(19480795,19485354)@chr11@Human
RP:399876	PR:LOC:(19489013,19502201)@chr11@Human
RP:399879	PR:LOC:(36247410,36251485)@chr11@Human
RP:399881	PR:LOC:(43240209,43287404)@chr11@Human
RP:399888	PR:LOC:(47564774,47567322)@chr11@Human
RP:399893	PR:LOC:(50178060,50185022)@chr11@Human
RP:399898	PR:LOC:(57808145,57812436)@chr11@Human
RP:399900	PR:LOC:(61491810,61492646)@chr11@Human
RP:399904	PR:LOC:(64612421,64613079)@chr11@Human
RP:399909	PR:LOC:(65140359,65161025)@chr11@Human
RP:399917	PR:LOC:(4191978,4195023)@chr4@Human
RP:399919	PR:LOC:(68949639,68953570)@chr11@Human
RP:399920	PR:LOC:(69579986,69589125)@chr11@Human
RP:399921	PR:LOC:(70221832,70350510)@chr11@Human
RP:399923	PR:LOC:(70794440,70810600)@chr11@Human
RP:399924	PR:LOC:(71959352,71961914)@chr11@Human
RP:399933	PR:LOC:(82460760,82496018)@chr11@Human
RP:399936	PR:LOC:(89192898,89223608)@chr11@Human
RP:399937	PR:LOC:(89228269,89235887)@chr11@Human
RP:399939	PR:LOC:(89296860,89305883)@chr11@Human
RP:399940	PR:LOC:(89354259,89364488)@chr11@Human
RP:399942	PR:LOC:(89655474,89656819)@chr11@Human
RP:399947	PR:LOC:(108798085,108801533)@chr11@Human
RP:399948	PR:LOC:(110669381,110672548)@chr11@Human
RP:399949	PR:LOC:(110890720,110912965)@chr11@Human
RP:399950	PR:LOC:(111624732,111657588)@chr11@Human
RP:399951	PR:LOC:(111666210,111667973)@chr11@Human
RP:399956	PR:LOC:(118978782,118980226)@chr11@Human
RP:399959	PR:LOC:(121465030,121476875)@chr11@Human
RP:399961	PR:LOC:(123458276,123462400)@chr11@Human
RP:399965	PR:LOC:(124488676,124489925)@chr11@Human
RP:399967	PR:LOC:(125151240,125153924)@chr11@Human
RP:399968	PR:LOC:(125208421,125215174)@chr11@Human
RP:399969	PR:LOC:(125439656,125456330)@chr11@Human
RP:399972	PR:LOC:(125725277,125730692)@chr11@Human
RP:399975	PR:LOC:(128608883,128612353)@chr11@Human
RP:399978	PR:LOC:(130220076,130240703)@chr11@Human
RP:399979	PR:LOC:(130250985,130291572)@chr11@Human
RP:399980	PR:LOC:(131033417,131038060)@chr11@Human
RP:399983	PR:LOC:(1478914,1486745)@chr12@Human
RP:399986	PR:LOC:(3275629,3279651)@chr12@Human
RP:399988	PR:LOC:(4077025,4079191)@chr12@Human
RP:399990	PR:LOC:(5345475,5347201)@chr12@Human
RP:399994	PR:LOC:(8678230,8681476)@chr12@Human
RP:40	PR:LOC:(28364218,28644119)@chr17@Human
RP:400	PR:LOC:(100289382,100304040)@chr12@Human
RP:4000	PR:LOC:(152897571,152922944)@chr1@Human
RP:400002	PR:LOC:(9992003,9997149)@chr12@Human
RP:400004	PR:LOC:(10642069,10648646)@chr12@Human
RP:400010	PR:LOC:(15298941,15300026)@chr12@Human
RP:400011	PR:LOC:(16443476,16446621)@chr12@Human
RP:400013	PR:LOC:(19985573,19987304)@chr12@Human
RP:400019	PR:LOC:(30839659,30846133)@chr12@Human
RP:400024	PR:LOC:(40966980,40968629)@chr12@Human
RP:400025	PR:LOC:(42007112,42010592)@chr12@Human
RP:400026	PR:LOC:(42249839,42340607)@chr12@Human
RP:400027	PR:LOC:(44405781,44407971)@chr12@Human
RP:400030	PR:LOC:(46087969,46100228)@chr12@Human
RP:400036	PR:LOC:(51410476,51413060)@chr12@Human
RP:400039	PR:LOC:(51811682,51834541)@chr12@Human
RP:400041	PR:LOC:(52642365,52647398)@chr12@Human
RP:400043	PR:LOC:(52806140,52812894)@chr12@Human
RP:400045	PR:LOC:(55191053,55192772)@chr12@Human
RP:400046	PR:LOC:(63558708,63657565)@chr12@Human
RP:400047	PR:LOC:(64146864,64322245)@chr12@Human
RP:400048	PR:LOC:(64717282,64717761)@chr12@Human
RP:400050	PR:LOC:(65571935,65844389)@chr12@Human
RP:400053	PR:LOC:(68921967,68928297)@chr12@Human
RP:400055	PR:LOC:(78999092,79002030)@chr12@Human
RP:400058	PR:LOC:(86664977,86680813)@chr12@Human
RP:400061	PR:LOC:(93417334,93418115)@chr12@Human
RP:400064	PR:LOC:(98905295,98906084)@chr12@Human
RP:400070	PR:LOC:(107330370,107396898)@chr12@Human
RP:400073	PR:LOC:(108941703,108968220)@chr12@Human
RP:400077	PR:LOC:(115433947,115436046)@chr12@Human
RP:400079	PR:LOC:(118095375,118095919)@chr12@Human
RP:400082	PR:LOC:(122790531,122823684)@chr12@Human
RP:400083	PR:LOC:(122844866,122891664)@chr12@Human
RP:400084	PR:LOC:(124971168,125009788)@chr12@Human
RP:400087	PR:LOC:(126891069,126908064)@chr12@Human
RP:400092	PR:LOC:(131337522,131345444)@chr12@Human
RP:400093	PR:LOC:(18026899,18041934)@chr13@Human
RP:400094	PR:LOC:(18307468,18366913)@chr13@Human
RP:400095	PR:LOC:(18417855,18544063)@chr13@Human
RP:400096	PR:LOC:(18585788,18603998)@chr13@Human
RP:400097	PR:LOC:(18819829,18880105)@chr13@Human
RP:400099	PR:LOC:(19336065,19337976)@chr13@Human
RP:4001	PR:LOC:(126140732,126200608)@chr5@Human
RP:400110	PR:LOC:(23379423,23421454)@chr13@Human
RP:400120	PR:LOC:(36146049,36169645)@chr13@Human
RP:400121	PR:LOC:(37007077,37023673)@chr13@Human
RP:400123	PR:LOC:(39666646,39679189)@chr13@Human
RP:400125	PR:LOC:(41446920,41471096)@chr13@Human
RP:400126	PR:LOC:(43440560,43443335)@chr13@Human
RP:400128	PR:LOC:(43872388,43897374)@chr13@Human
RP:400129	PR:LOC:(44049570,44068222)@chr13@Human
RP:400134	PR:LOC:(51275975,51285424)@chr13@Human
RP:400135	PR:LOC:(51380422,51397220)@chr13@Human
RP:400141	PR:LOC:(66738965,66739837)@chr13@Human
RP:400144	PR:LOC:(73703595,73732114)@chr13@Human
RP:400145	PR:LOC:(73885095,73891253)@chr13@Human
RP:400146	PR:LOC:(74710076,74712343)@chr13@Human
RP:400156	PR:LOC:(99988889,99990524)@chr13@Human
RP:400161	PR:LOC:(111857470,111863026)@chr13@Human
RP:400163	PR:LOC:(111959043,111975315)@chr13@Human
RP:400164	PR:LOC:(112015782,112024075)@chr13@Human
RP:400165	PR:LOC:(112349359,112386812)@chr13@Human
RP:400169	PR:LOC:(113102787,113110505)@chr13@Human
RP:400172	PR:LOC:(992,6771)@chr13|NT_078092@Human
RP:400174	PR:LOC:(19206828,19208002)@chr14@Human
RP:400197	PR:LOC:(23575526,23577103)@chr14@Human
RP:400201	PR:LOC:(30959032,30978902)@chr14@Human
RP:400206	PR:LOC:(35910121,35911339)@chr14@Human
RP:400207	PR:LOC:(36186039,36188628)@chr14@Human
RP:400208	PR:LOC:(37435016,37441080)@chr14@Human
RP:400209	PR:LOC:(38754019,38756128)@chr14@Human
RP:400211	PR:LOC:(49113860,49114262)@chr14@Human
RP:400212	PR:LOC:(50492727,50501984)@chr14@Human
RP:400214	PR:LOC:(55112657,55117475)@chr14@Human
RP:400216	PR:LOC:(56050816,56087780)@chr14@Human
RP:400221	PR:LOC:(61107009,61191177)@chr14@Human
RP:400223	PR:LOC:(68331217,68332943)@chr14@Human
RP:400224	PR:LOC:(69021162,69040160)@chr14@Human
RP:400226	PR:LOC:(69723363,69769677)@chr14@Human
RP:400236	PR:LOC:(88951496,88955890)@chr14@Human
RP:400238	PR:LOC:(89989436,89995001)@chr14@Human
RP:400242	PR:LOC:(94713573,94716023)@chr14@Human
RP:400258	PR:LOC:(104118523,104127228)@chr14@Human
RP:400263	PR:LOC:(105069232,105071700)@chr14@Human
RP:400298	PR:LOC:(18532665,18539730)@chr15@Human
RP:400299	PR:LOC:(18618998,18649380)@chr15@Human
RP:400301	PR:LOC:(18746478,18756700)@chr15@Human
RP:400304	PR:LOC:(19027714,19041040)@chr15@Human
RP:400306	PR:LOC:(19189937,19191503)@chr15@Human
RP:400307	PR:LOC:(19238458,19240245)@chr15@Human
RP:400320	PR:LOC:(20648329,20657176)@chr15@Human
RP:400322	PR:LOC:(20833722,20907628)@chr15@Human
RP:400335	PR:LOC:(30471610,30482588)@chr15@Human
RP:400340	PR:LOC:(28506573,28550441)@chr15@Human
RP:400341	PR:LOC:(28683720,28694056)@chr15@Human
RP:400347	PR:LOC:(29518845,29541520)@chr15@Human
RP:400352	PR:LOC:(30572203,30584581)@chr15@Human
RP:400353	PR:LOC:(30616212,30660102)@chr15@Human
RP:400356	PR:LOC:(32568492,32570538)@chr15@Human
RP:400359	PR:LOC:(36776091,36779531)@chr15@Human
RP:400360	PR:LOC:(37330211,37334340)@chr15@Human
RP:400368	PR:LOC:(42807065,42812338)@chr15@Human
RP:400369	PR:LOC:(46270756,46283243)@chr15@Human
RP:400370	PR:LOC:(46726178,46805320)@chr15@Human
RP:400371	PR:LOC:(47873487,47875589)@chr15@Human
RP:400385	PR:LOC:(69142491,69161346)@chr15@Human
RP:400388	PR:LOC:(70310093,70311635)@chr15@Human
RP:400389	PR:LOC:(70458610,70460477)@chr15@Human
RP:400397	PR:LOC:(73381028,73401903)@chr15@Human
RP:4004	PR:LOC:(8202433,8241982)@chr11@Human
RP:400400	PR:LOC:(74286376,74289669)@chr15@Human
RP:400403	PR:LOC:(75968586,75981644)@chr15@Human
RP:400406	PR:LOC:(76055100,76072687)@chr15@Human
RP:400410	PR:LOC:(77978237,77994653)@chr15@Human
RP:400411	PR:LOC:(78280532,78356412)@chr15@Human
RP:400419	PR:LOC:(80680001,80721137)@chr15@Human
RP:400424	PR:LOC:(82512870,82516571)@chr15@Human
RP:400433	PR:LOC:(82847904,82851253)@chr15@Human
RP:400444	PR:LOC:(87543075,87546121)@chr15@Human
RP:400446	PR:LOC:(88619270,88621845)@chr15@Human
RP:400451	PR:LOC:(90961685,91000035)@chr15@Human
RP:400452	PR:LOC:(153608241,153609485)@chrX@Human
RP:400454	PR:LOC:(91550299,91552281)@chr15@Human
RP:400455	PR:LOC:(92372734,92378473)@chr15@Human
RP:400456	PR:LOC:(93623525,93755396)@chr15@Human
RP:400464	PR:LOC:(100093290,100103719)@chr15@Human
RP:400470	PR:LOC:(151525,160101)@chr15|NT_079547@Human
RP:400472	PR:LOC:(19851,36185)@chr15|NT_079548@Human
RP:400475	PR:LOC:(89436,91693)@chr15|NT_079548@Human
RP:400479	PR:LOC:(1871,3830)@chr16@Human
RP:400481	PR:LOC:(18928,28307)@chr16@Human
RP:400492	PR:LOC:(2454952,2458215)@chr16@Human
RP:400496	PR:LOC:(6895692,6901220)@chr16@Human
RP:400499	PR:LOC:(11397762,11493112)@chr16@Human
RP:4005	PR:LOC:(33836701,33870412)@chr11@Human
RP:400500	PR:LOC:(11821208,11830169)@chr16@Human
RP:400505	PR:LOC:(19223704,19229770)@chr16@Human
RP:400506	PR:LOC:(19625177,19637030)@chr16@Human
RP:400508	PR:LOC:(21219671,21237413)@chr16@Human
RP:400509	PR:LOC:(21265969,21313974)@chr16@Human
RP:400511	PR:LOC:(24580244,24589884)@chr16@Human
RP:400512	PR:LOC:(27187205,27190803)@chr16@Human
RP:400523	PR:LOC:(30693989,30695128)@chr16@Human
RP:400526	PR:LOC:(32306021,32355025)@chr16@Human
RP:400533	PR:LOC:(34838424,34848496)@chr16@Human
RP:400535	PR:LOC:(47936030,47941966)@chr16@Human
RP:400537	PR:LOC:(51958352,51964406)@chr16@Human
RP:400539	PR:LOC:(65074276,65077248)@chr16@Human
RP:400541	PR:LOC:(68750361,68765482)@chr16@Human
RP:400547	PR:LOC:(75790795,75809528)@chr16@Human
RP:400548	PR:LOC:(83712568,83740550)@chr16@Human
RP:400550	PR:LOC:(85065636,85100986)@chr16@Human
RP:400551	PR:LOC:(85731291,85893869)@chr16@Human
RP:400552	PR:LOC:(85913172,85916516)@chr16@Human
RP:400553	PR:LOC:(86679148,86692357)@chr16@Human
RP:400555	PR:LOC:(87147613,87164049)@chr16@Human
RP:400556	PR:LOC:(87330709,87335327)@chr16@Human
RP:400558	PR:LOC:(87760292,87763056)@chr16@Human
RP:400563	PR:LOC:(88593883,88596070)@chr16@Human
RP:400566	PR:LOC:(260330,264713)@chr17@Human
RP:400567	PR:LOC:(646055,648237)@chr17@Human
RP:400568	PR:LOC:(4460493,4467694)@chr17@Human
RP:400569	PR:LOC:(4581472,4583651)@chr17@Human
RP:400571	PR:LOC:(7426251,7427779)@chr17@Human
RP:400572	PR:LOC:(9084990,9086110)@chr17@Human
RP:400573	PR:LOC:(10638957,10650119)@chr17@Human
RP:400574	PR:LOC:(13873334,13913521)@chr17@Human
RP:400575	PR:LOC:(14054530,14061964)@chr17@Human
RP:400576	PR:LOC:(14611625,14673512)@chr17@Human
RP:400577	PR:LOC:(15111503,15116332)@chr17@Human
RP:400578	PR:LOC:(16674038,16676792)@chr17@Human
RP:400579	PR:LOC:(18255198,18258419)@chr17@Human
RP:400581	PR:LOC:(18908184,18988208)@chr17@Human
RP:400584	PR:LOC:(20373955,20377156)@chr17@Human
RP:400586	PR:LOC:(20628300,20629251)@chr17@Human
RP:400590	PR:LOC:(26378262,26388520)@chr17@Human
RP:400591	PR:LOC:(29925255,29930501)@chr17@Human
RP:400592	PR:LOC:(30798452,30821343)@chr17@Human
RP:400597	PR:LOC:(37466783,37468607)@chr17@Human
RP:400600	PR:LOC:(39732465,39741287)@chr17@Human
RP:400601	PR:LOC:(41033280,41035926)@chr17@Human
RP:400602	PR:LOC:(43479242,43480955)@chr17@Human
RP:400604	PR:LOC:(46296613,46300631)@chr17@Human
RP:400605	PR:LOC:(46753947,46767525)@chr17@Human
RP:400606	PR:LOC:(46872013,46878162)@chr17@Human
RP:400607	PR:LOC:(52511507,52518471)@chr17@Human
RP:400609	PR:LOC:(55440580,55449641)@chr17@Human
RP:400612	PR:LOC:(59427163,59430991)@chr17@Human
RP:400614	PR:LOC:(60208378,60209273)@chr17@Human
RP:400617	PR:LOC:(65674697,65678516)@chr17@Human
RP:400618	PR:LOC:(67578779,67623752)@chr17@Human
RP:400619	PR:LOC:(68105775,68150270)@chr17@Human
RP:400620	PR:LOC:(69294556,69308527)@chr17@Human
RP:400621	PR:LOC:(72045659,72061244)@chr17@Human
RP:400622	PR:LOC:(73035802,73044269)@chr17@Human
RP:400623	PR:LOC:(73065772,73070920)@chr17@Human
RP:400624	PR:LOC:(73386704,73405055)@chr17@Human
RP:400627	PR:LOC:(76554634,76559608)@chr17@Human
RP:400629	PR:LOC:(77910409,77914909)@chr17@Human
RP:400635	PR:LOC:(45940,54572)@chr17|NT_079568@Human
RP:400638	PR:LOC:(20042,23540)@chr17|NT_079570@Human
RP:400642	PR:LOC:(5230989,5236504)@chr18@Human
RP:400643	PR:LOC:(6915477,6918551)@chr18@Human
RP:400644	PR:LOC:(14936266,14963738)@chr18@Human
RP:400645	PR:LOC:(23170341,23429126)@chr18@Human
RP:400647	PR:LOC:(31292200,31297602)@chr18@Human
RP:400649	PR:LOC:(41272146,41337788)@chr18@Human
RP:400650	PR:LOC:(43410481,43411221)@chr18@Human
RP:400651	PR:LOC:(47172410,47248746)@chr18@Human
RP:400652	PR:LOC:(55967762,55968646)@chr18@Human
RP:400653	PR:LOC:(58399666,58404942)@chr18@Human
RP:400654	PR:LOC:(60031297,60078268)@chr18@Human
RP:400655	PR:LOC:(68972274,69082695)@chr18@Human
RP:400657	PR:LOC:(70411056,70416040)@chr18@Human
RP:400658	PR:LOC:(72336465,72339033)@chr18@Human
RP:400660	PR:LOC:(72454785,72466885)@chr18@Human
RP:400661	PR:LOC:(72530974,72534580)@chr18@Human
RP:400662	PR:LOC:(73998205,74001875)@chr18@Human
RP:400664	PR:LOC:(199433044,199434536)@chr3@Human
RP:400666	PR:LOC:(595371,598309)@chr19@Human
RP:400668	PR:LOC:(636546,646461)@chr19@Human
RP:400669	PR:LOC:(1187466,1189833)@chr19@Human
RP:400673	PR:LOC:(5855885,5861864)@chr19@Human
RP:400675	PR:LOC:(8796677,8804467)@chr19@Human
RP:400677	PR:LOC:(12219092,12222090)@chr19@Human
RP:400679	PR:LOC:(19713357,19717065)@chr19@Human
RP:400680	PR:LOC:(21457779,21474536)@chr19@Human
RP:400681	PR:LOC:(21516404,21530910)@chr19@Human
RP:400682	PR:LOC:(21624310,21633250)@chr19@Human
RP:400684	PR:LOC:(37572797,37588517)@chr19@Human
RP:400685	PR:LOC:(39998898,40015861)@chr19@Human
RP:400686	PR:LOC:(40021705,40038048)@chr19@Human
RP:400687	PR:LOC:(40971618,40981858)@chr19@Human
RP:400688	PR:LOC:(41291809,41296453)@chr19@Human
RP:400690	PR:LOC:(41955874,41959818)@chr19@Human
RP:400691	PR:LOC:(42155955,42163058)@chr19@Human
RP:400692	PR:LOC:(42728212,42731913)@chr19@Human
RP:400693	PR:LOC:(42815229,42838153)@chr19@Human
RP:400696	PR:LOC:(44861854,44868848)@chr19@Human
RP:4007	PR:LOC:(48788277,48799147)@chrX@Human
RP:400701	PR:LOC:(46698382,46698926)@chr19@Human
RP:400704	PR:LOC:(48017855,48022870)@chr19@Human
RP:400705	PR:LOC:(48568478,48575265)@chr19@Human
RP:400706	PR:LOC:(51252928,51272727)@chr19@Human
RP:400707	PR:LOC:(51689605,51691595)@chr19@Human
RP:400708	PR:LOC:(51720573,51796297)@chr19@Human
RP:400709	PR:LOC:(55164735,55168184)@chr19@Human
RP:400710	PR:LOC:(55245658,55261862)@chr19@Human
RP:400712	PR:LOC:(56589494,56598592)@chr19@Human
RP:400713	PR:LOC:(57564988,57580856)@chr19@Human
RP:400714	PR:LOC:(57832698,57855909)@chr19@Human
RP:400720	PR:LOC:(62672768,62680750)@chr19@Human
RP:400721	PR:LOC:(63075833,63092226)@chr19@Human
RP:400723	PR:LOC:(93190,115928)@chr11@Human
RP:400724	PR:LOC:(125417,128199)@chr1@Human
RP:400725	PR:LOC:(88766881,88811600)@chr16@Human
RP:400726	PR:LOC:(117746,120461)@chr11@Human
RP:400728	PR:LOC:(792614,795077)@chr1@Human
RP:400729	PR:LOC:(1450920,1455385)@chr1@Human
RP:400730	PR:LOC:(1688216,1695505)@chr1@Human
RP:400733	PR:LOC:(8872913,8874770)@chr1@Human
RP:400734	PR:LOC:(9094631,9108928)@chr1@Human
RP:400735	PR:LOC:(12873299,12880314)@chr1@Human
RP:400736	PR:LOC:(13414017,13418817)@chr1@Human
RP:400740	PR:LOC:(16944083,16945845)@chr1@Human
RP:400741	PR:LOC:(16960345,16961581)@chr1@Human
RP:400742	PR:LOC:(16966327,16969329)@chr1@Human
RP:400743	PR:LOC:(17261584,17269418)@chr1@Human
RP:400745	PR:LOC:(20791531,20804439)@chr1@Human
RP:400746	PR:LOC:(24627908,24681122)@chr1@Human
RP:400748	PR:LOC:(30958071,31002194)@chr1@Human
RP:400749	PR:LOC:(32495965,32496925)@chr1@Human
RP:400750	PR:LOC:(38696435,38845657)@chr1@Human
RP:400751	PR:LOC:(44178693,44239740)@chr1@Human
RP:400752	PR:LOC:(45438295,45440384)@chr1@Human
RP:400754	PR:LOC:(55758731,55912696)@chr1@Human
RP:400756	PR:LOC:(62866125,62888386)@chr1@Human
RP:400757	PR:LOC:(67270652,67312683)@chr1@Human
RP:400759	PR:LOC:(89585301,89599226)@chr1@Human
RP:400760	PR:LOC:(89599584,89604852)@chr1@Human
RP:400761	PR:LOC:(89802429,89847896)@chr1@Human
RP:400763	PR:LOC:(94798731,94801761)@chr1@Human
RP:400764	PR:LOC:(95138902,95140847)@chr1@Human
RP:400765	PR:LOC:(98220934,98240984)@chr1@Human
RP:400768	PR:LOC:(108675353,108687846)@chr1@Human
RP:400769	PR:LOC:(116111522,116112527)@chr1@Human
RP:400778	PR:LOC:(143421740,143426002)@chr1@Human
RP:400780	PR:LOC:(143874509,143876022)@chr1@Human
RP:400781	PR:LOC:(145306865,145337822)@chr1@Human
RP:400782	PR:LOC:(145114557,145115820)@chr1@Human
RP:400785	PR:LOC:(149076590,149087617)@chr1@Human
RP:400786	PR:LOC:(149087713,149091614)@chr1@Human
RP:400790	PR:LOC:(154980785,154986740)@chr1@Human
RP:400791	PR:LOC:(155143829,155147296)@chr1@Human
RP:400792	PR:LOC:(157556390,157559153)@chr1@Human
RP:400793	PR:LOC:(159083178,159088258)@chr1@Human
RP:400796	PR:LOC:(174093481,174173602)@chr1@Human
RP:400797	PR:LOC:(175194691,175209320)@chr1@Human
RP:400798	PR:LOC:(175243588,175249681)@chr1@Human
RP:400799	PR:LOC:(178830102,178945191)@chr1@Human
